# Structural-debt ratchet budgets. Each listed file's line count and unsafe-site
# count must not exceed its recorded ceiling; check-refactor-budgets.sh enforces
# this. Lower a ceiling only after an extraction actually reduces the file; never
# raise one. Seeded 2026-07-22 at the pre-refactor baseline.
#
# NOTE ON AGGREGATE HONESTY: extracting code from lib.rs into a sibling module
# does NOT reduce total crate lines — module headers, imports, re-export shims,
# and test-module wrappers add boilerplate. Every extracted module must be added
# here at its real size, so a pure move can never look like a reduction. The win
# of an extraction packet is ownership and review boundaries, not line count.
# Likewise, unsafe sites moving from lib.rs into platform/* is not a reduction.
#
# path	max_loc	max_unsafe
crates/bridgevm-hvf/src/probe_mmio/virtio_backend.rs	259	0
crates/bridgevm-hvf/src/probe_mmio/virtio_complete.rs	314	0
crates/bridgevm-hvf/src/probe_mmio/virtio_device.rs	309	0
crates/bridgevm-hvf/src/probe_mmio/virtio_memory.rs	310	0
crates/bridgevm-hvf/src/probe_mmio/virtio_probe_types.rs	186	0
crates/bridgevm-hvf/src/probe_mmio/virtio_runner.rs	570	0
crates/bridgevm-hvf/src/probes/host_capabilities.rs	810	0
crates/bridgevm-hvf/src/probes/lifecycle/guest_entry.rs	161	0
crates/bridgevm-hvf/src/probes/lifecycle/guest_exit_loop.rs	464	0
crates/bridgevm-hvf/src/probes/lifecycle/interrupt_timer.rs	171	0
crates/bridgevm-hvf/src/probes/lifecycle/memory_map.rs	113	0
crates/bridgevm-hvf/src/probes/lifecycle/mod.rs	19	0
crates/bridgevm-hvf/src/probes/lifecycle/vcpu_create.rs	83	0
crates/bridgevm-hvf/src/probes/lifecycle/vcpu_run.rs	120	0
crates/bridgevm-hvf/src/probes/lifecycle/vm_create.rs	61	0
crates/bridgevm-hvf/src/probes/lifecycle/vtimer_exit.rs	234	0
crates/bridgevm-hvf/src/probes/mmio/block_device.rs	294	0
crates/bridgevm-hvf/src/probes/mmio/block_queue.rs	922	0
crates/bridgevm-hvf/src/probes/mmio/block_queue_step.rs	32	0
crates/bridgevm-hvf/src/probes/mmio/block_register.rs	24	0
crates/bridgevm-hvf/src/probes/mmio/mod.rs	21	0
crates/bridgevm-hvf/src/probes/mmio/read_emulation.rs	265	0
crates/bridgevm-hvf/src/probes/mmio/read_exit.rs	173	0
crates/bridgevm-hvf/src/probes/mmio/rtc.rs	281	0
crates/bridgevm-hvf/src/probes/mmio/serial.rs	396	0
crates/bridgevm-hvf/src/probes/mmio/write_emulation.rs	280	0
crates/bridgevm-hvf/src/probes/mod.rs	12	0
crates/bridgevm-hvf/src/probes/virtio_block.rs	574	0
crates/bridgevm-hvf/src/ramfb.rs	130	0
crates/bridgevm-hvf/src/ramfb/snapshot.rs	224	0
crates/bridgevm-hvf/src/ramfb/snapshot_tests.rs	271	0
crates/bridgevm-hvf/src/smbios.rs	403	0
crates/bridgevm-hvf/src/stage1.rs	447	0
crates/bridgevm-hvf/src/support.rs	70	0
crates/bridgevm-hvf/src/tpm_ppi.rs	196	0
crates/bridgevm-hvf/src/tpm_tis.rs	824	0
crates/bridgevm-hvf/src/venus_backend/map_resource_ref.rs	347	14
crates/bridgevm-hvf/src/venus_backend/mod.rs	10	0
crates/bridgevm-hvf/src/venus_backend/tests/helpers.rs	1	0
crates/bridgevm-hvf/src/venus_backend/tests/mod.rs	4	0
crates/bridgevm-hvf/src/venus_backend/tests/part_1.rs	34	0
crates/bridgevm-hvf/src/venus_backend/venus_start_trace_capset_cou.rs	658	30
crates/bridgevm-hvf/src/venus_backend/virgl_renderer_gl_context_mod.rs	636	5
crates/bridgevm-hvf/src/virtio_blk/block_requests.rs	171	0
crates/bridgevm-hvf/src/virtio_blk/device_state.rs	172	0
crates/bridgevm-hvf/src/virtio_blk/legacy_transport.rs	92	0
crates/bridgevm-hvf/src/virtio_blk/media_backend.rs	50	0
crates/bridgevm-hvf/src/virtio_blk/mmio_regs.rs	208	0
crates/bridgevm-hvf/src/virtio_blk/mod.rs	22	0
crates/bridgevm-hvf/src/virtio_blk/pci_transport.rs	139	0
crates/bridgevm-hvf/src/virtio_blk/protocol.rs	120	0
crates/bridgevm-hvf/src/virtio_blk/snapshot.rs	94	0
crates/bridgevm-hvf/src/virtio_blk/tests/mod.rs	479	0
crates/bridgevm-hvf/src/virtio_blk/tests/part_2.rs	482	0
crates/bridgevm-hvf/src/virtio_blk/trace.rs	30	0
crates/bridgevm-hvf/src/virtio_blk/virtqueue.rs	108	0
crates/bridgevm-hvf/src/virtio_console/agent_data_path.rs	103	0
crates/bridgevm-hvf/src/virtio_console/control_plane.rs	246	0
crates/bridgevm-hvf/src/virtio_console/device_state.rs	244	0
crates/bridgevm-hvf/src/virtio_console/mod.rs	27	0
crates/bridgevm-hvf/src/virtio_console/msix_bridge.rs	110	0
crates/bridgevm-hvf/src/virtio_console/notify.rs	54	0
crates/bridgevm-hvf/src/virtio_console/pci_transport.rs	146	0
crates/bridgevm-hvf/src/virtio_console/protocol.rs	165	0
crates/bridgevm-hvf/src/virtio_console/register_codec.rs	119	0
crates/bridgevm-hvf/src/virtio_console/snapshot.rs	126	0
crates/bridgevm-hvf/src/virtio_console/tests/helpers.rs	414	0
crates/bridgevm-hvf/src/virtio_console/tests/mod.rs	4	0
crates/bridgevm-hvf/src/virtio_console/tests/part_1.rs	780	0
crates/bridgevm-hvf/src/virtio_console/trace.rs	24	0
crates/bridgevm-hvf/src/virtio_console/transport_regs.rs	357	0
crates/bridgevm-hvf/src/virtio_console/virtqueue.rs	288	0
crates/bridgevm-hvf/src/virtio_gpu/bytes.rs	32	0
crates/bridgevm-hvf/src/virtio_gpu/command.rs	100	0
crates/bridgevm-hvf/src/virtio_gpu/compositor.rs	245	0
crates/bridgevm-hvf/src/virtio_gpu/config_space.rs	459	0
crates/bridgevm-hvf/src/virtio_gpu/device.rs	301	0
crates/bridgevm-hvf/src/virtio_gpu/display.rs	200	0
crates/bridgevm-hvf/src/virtio_gpu/fb_sink.rs	171	7
crates/bridgevm-hvf/src/virtio_gpu/fence.rs	79	0
crates/bridgevm-hvf/src/virtio_gpu/interrupt.rs	170	0
crates/bridgevm-hvf/src/virtio_gpu/mod.rs	44	0
crates/bridgevm-hvf/src/virtio_gpu/pci_device.rs	193	0
crates/bridgevm-hvf/src/virtio_gpu/protocol.rs	244	0
crates/bridgevm-hvf/src/virtio_gpu/registers.rs	216	0
crates/bridgevm-hvf/src/virtio_gpu/resource.rs	244	0
crates/bridgevm-hvf/src/virtio_gpu/scanout.rs	419	2
crates/bridgevm-hvf/src/virtio_gpu/scanout_3d.rs	297	0
crates/bridgevm-hvf/src/virtio_gpu/snapshot.rs	173	0
crates/bridgevm-hvf/src/virtio_gpu/tests/helpers.rs	429	0
crates/bridgevm-hvf/src/virtio_gpu/tests/mod.rs	7	0
crates/bridgevm-hvf/src/virtio_gpu/tests/part_1.rs	716	0
crates/bridgevm-hvf/src/virtio_gpu/tests/part_2.rs	578	0
crates/bridgevm-hvf/src/virtio_gpu/tests/part_2_2.rs	468	0
crates/bridgevm-hvf/src/virtio_gpu/tests/part_3.rs	752	0
crates/bridgevm-hvf/src/virtio_gpu/trace.rs	269	0
crates/bridgevm-hvf/src/virtio_gpu/trace_fields.rs	340	0
crates/bridgevm-hvf/src/virtio_gpu/vblank.rs	168	0
crates/bridgevm-hvf/src/virtio_gpu/venus_start_trace.rs	142	0
crates/bridgevm-hvf/src/virtio_gpu/virtqueue.rs	459	0
crates/bridgevm-hvf/src/virtio_gpu_3d/backend.rs	173	3
crates/bridgevm-hvf/src/virtio_gpu_3d/blob_host_mapping.rs	282	0
crates/bridgevm-hvf/src/virtio_gpu_3d/blob_resource.rs	179	0
crates/bridgevm-hvf/src/virtio_gpu_3d/capset.rs	61	0
crates/bridgevm-hvf/src/virtio_gpu_3d/command_dispatch.rs	49	0
crates/bridgevm-hvf/src/virtio_gpu_3d/context.rs	103	0
crates/bridgevm-hvf/src/virtio_gpu_3d/device.rs	109	0
crates/bridgevm-hvf/src/virtio_gpu_3d/fences.rs	49	0
crates/bridgevm-hvf/src/virtio_gpu_3d/local_resource_copy.rs	271	1
crates/bridgevm-hvf/src/virtio_gpu_3d/mod.rs	33	0
crates/bridgevm-hvf/src/virtio_gpu_3d/protocol.rs	149	0
crates/bridgevm-hvf/src/virtio_gpu_3d/resource_3d.rs	242	0
crates/bridgevm-hvf/src/virtio_gpu_3d/scanout_present.rs	60	0
crates/bridgevm-hvf/src/virtio_gpu_3d/submit_3d.rs	72	0
crates/bridgevm-hvf/src/virtio_gpu_3d/test_mocks.rs	236	0
